Account,Region,SecurityIDType,SecurityID,Description,Quantity,RequestID,QuantityReceived,Rate,LocateID
CIL,US,SEDOL,BYY9947,RRR US Equity,48000,,48000,GC,89175788058397425-CPB10920
CIL,US,SEDOL,BJ0M105,RRTS US Equity,108000,,0,N/A,N/A
CIL,US,SEDOL,2729068,RS US Equity,11000,,11000,GC,1975220897417903579-CPB10920
CIL,US,SEDOL,2262530,RSG US Equity,16000,,16000,GC,8720360701563942500-CPB10920
CIL,US,SEDOL,BFHCQZ0,RSNAY US Equity,157000,,0,N/A,N/A
CIL,US,SEDOL,BZ03230,RSP US Equity,10000,,10000,GC,1972684790258774757-CPB10920
CIL,US,SEDOL,B3VVMW8,RST US Equity,57000,,57000,GC,3833584646653194580-CPB10920
CIL,US,SEDOL,BZ6C617,RSX US Equity,48000,,48000,GC,8614279941185683508-CPB10920
CIL,US,SEDOL,BZ6C628,RSXJ US Equity,29000,,0,N/A,N/A
CIL,US,SEDOL,2518415,RTEC US Equity,38000,,38000,GC,4574471656878555122-CPB10920
CIL,US,SEDOL,BZ6C606,RTH US Equity,9000,,0,N/A,N/A
CIL,US,SEDOL,B3Y98Z4,RTMVY US Equity,75000,,5681,GC,6668237007643036953-CPB10920
CIL,US,SEDOL,2758051,RTN US Equity,7000,,7000,GC,6294151597886031033-CPB10920
CIL,US,SEDOL,B95XCC2,RTRX US Equity,83000,,83000,GC,2094983731857802338-CPB10920
CIL,US,SEDOL,BKXNFW2,RUBI US Equity,113000,,113000,GC,3265229836942487844-CPB10920
CIL,US,SEDOL,BDD1B07,RUBY US Equity,110000,,77486,4.75,2229174442051679405-CPB10920
CIL,US,SEDOL,BJXBQ59,RUHN US Equity,146000,,0,N/A,N/A
CIL,US,SEDOL,BYXB1Y8,RUN US Equity,60000,,60000,GC,3080207578433894696-CPB10920
CIL,US,SEDOL,2966876,RUSHA US Equity,27000,,27000,GC,8261653499647474093-CPB10920
CIL,US,SEDOL,2966865,RUSHB US Equity,26000,,4294,GC,8915722508821444418-CPB10920
CIL,US,SEDOL,BD6R5Q6,RUSL US Equity,21000,,0,N/A,N/A
CIL,US,SEDOL,BF04KH3,RUSS US Equity,99000,,0,N/A,N/A
CIL,US,SEDOL,B0G4KC7,RUTH US Equity,50000,,50000,GC,6535878730686547412-CPB10920
CIL,US,SEDOL,BD6R191,RVI US Equity,28000,,28000,GC,5732342417187585315-CPB10920
CIL,US,SEDOL,BJ1FD74,RVLV US Equity,46000,,0,N/A,N/A
CIL,US,SEDOL,BJFSR99,RVNC US Equity,72000,,72000,GC,6555721106140185111-CPB10920
CIL,US,SEDOL,2756107,RVT US Equity,73000,,67625,5.00,1778523160104776240-CPB10920
CIL,US,SEDOL,2720618,RWEOY US Equity,33000,,0,N/A,N/A
CIL,US,SEDOL,BFNJ901,RWGE US Equity,97000,,0,N/A,N/A
CIL,US,SEDOL,BWX5CV0,RWM US Equity,25000,,0,N/A,N/A
CIL,US,SEDOL,B2RJ218,RWO US Equity,20000,,20000,GC,73507024823993328-CPB10920
CIL,US,SEDOL,2792093,RWR US Equity,10000,,10000,GC,1094168975047438543-CPB10920
CIL,US,SEDOL,2730877,RWT US Equity,61000,,61000,GC,5393932506774782128-CPB10920
CIL,US,SEDOL,B3NSTQ0,RWWI US Equity,145000,,0,N/A,N/A
CIL,US,SEDOL,B1L9R56,RWX US Equity,26000,,26000,GC,6074519423289544030-CPB10920
CIL,US,SEDOL,B1FGVK6,RXI US Equity,9000,,0,N/A,N/A
CIL,US,SEDOL,B1Q76R0,RXL US Equity,11000,,0,N/A,N/A
CIL,US,SEDOL,B4NPMX6,RXN US Equity,37000,,37000,GC,7924200496903179325-CPB10920
CIL,US,SEDOL,BYYN585,RYAAY US Equity,16000,,16000,GC,7146167778975236452-CPB10920
CIL,US,SEDOL,2739001,RYCEY US Equity,105000,,0,N/A,N/A
CIL,US,SEDOL,BZ031Y4,RYE US Equity,23000,,0,N/A,N/A
CIL,US,SEDOL,B3TPPZ6,RYI US Equity,118000,,88035,GC,1926781160484092461-CPB10920
CIL,US,SEDOL,BGY6YT2,RYKKY US Equity,53000,,28809,21.88,2997372085199879656-CPB10920
CIL,US,SEDOL,2473138,RYN US Equity,36000,,36000,GC,5549880099321330887-CPB10920
CIL,US,SEDOL,BZ03252,RYT US Equity,6000,,0,N/A,N/A
CIL,US,SEDOL,BF2YWG4,RYTM US Equity,43000,,43000,GC,2516041722182022065-CPB10920
CIL,US,SEDOL,BZ032H4,RZG US Equity,10000,,2311,5.25,7975880644137013184-CPB10920
CIL,US,SEDOL,BC4FF21,S US Equity,157000,,157000,GC,7240889481315436071-CPB10920
CIL,US,SEDOL,BLLHH27,SABR US Equity,44000,,44000,GC,2807654536270203593-CPB10920
CIL,US,SEDOL,BJ50QH6,SAFE US Equity,34000,,34000,GC,1069678010312671022-CPB10920
CIL,US,SEDOL,2774336,SAFM US Equity,7000,,7000,GC,3055630682808104136-CPB10920
CIL,US,SEDOL,B23WS79,SAFRY US Equity,26000,,26000,GC,383263610580876569-CPB10920
CIL,US,SEDOL,2958538,SAFT US Equity,10000,,10000,GC,5199160992097613880-CPB10920
CIL,US,SEDOL,BP4GNK9,SAGE US Equity,7000,,7000,GC,6853030895752298237-CPB10920
CIL,US,SEDOL,B3Z9NY7,SAGG US Equity,34000,,0,N/A,N/A
CIL,US,SEDOL,2125246,SAH US Equity,35000,,35000,GC,4201314123236593648-CPB10920
CIL,US,SEDOL,2982399,SAIA US Equity,11000,,11000,GC,1359585506701624817-CPB10920
CIL,US,SEDOL,BDTZZG7,SAIC US Equity,12000,,12000,GC,809412512003567653-CPB10920
CIL,US,SEDOL,BD390V5,SAIL US Equity,51000,,51000,GC,9159550064343560695-CPB10920
CIL,US,SEDOL,BDDXM22,SALT US Equity,162000,,162000,GC,5173286526680939258-CPB10920
CIL,US,SEDOL,2113393,SAM US Equity,3000,,3000,GC,3265066077399922279-CPB10920
CIL,US,SEDOL,2018186,SAN US Equity,75000,,75000,GC,7604568448198787347-CPB10920
CIL,US,SEDOL,B92RRW2,SANM US Equity,32000,,32000,GC,3271513524956906810-CPB10920
CIL,US,SEDOL,2775135,SAP US Equity,9000,,9000,1.23,5423079030288072443-CPB10920
CIL,US,SEDOL,B1VPWH1,SAR US Equity,42000,,17590,4.63,5422181786871509929-CPB10920
CIL,US,SEDOL,2148254,SASR US Equity,31000,,31000,GC,432465964060331521-CPB10920
CIL,US,SEDOL,B2NC471,SATS US Equity,26000,,26000,GC,8386205304229019810-CPB10920
CIL,US,SEDOL,B3ZG8F4,SAVE US Equity,28000,,28000,GC,5329363215885418525-CPB10920
CIL,US,SEDOL,B3F0CB0,SAXPY US Equity,49000,,49000,16.88,1907939409977981352-CPB10920
CIL,US,SEDOL,BZ6TS23,SBAC US Equity,9000,,9000,GC,3232209961326525373-CPB10920
CIL,US,SEDOL,BFMFLB5,SBBX US Equity,44000,,12362,GC,6085886632068597528-CPB10920
CIL,US,SEDOL,BH65L93,SBCF US Equity,40000,,40000,GC,8465433552429494773-CPB10920
CIL,US,SEDOL,BJMSS55,SBE/U US Equity,100000,,5752,8.88,1891308154906128952-CPB10920
CIL,US,SEDOL,2799351,SBGI US Equity,24000,,24000,GC,790697306557758232-CPB10920
CIL,US,SEDOL,B9G7XT7,SBGL US Equity,184000,,184000,GC,9015043607487922948-CPB10920
CIL,US,SEDOL,B2R8S62,SBGSY US Equity,59000,,0,N/A,N/A
CIL,US,SEDOL,B1GZ005,SBH US Equity,69000,,69000,GC,2457448322581809496-CPB10920
CIL,US,SEDOL,BTZJ6F1,SBIO US Equity,30000,,0,N/A,N/A
CIL,US,SEDOL,BD6NYK1,SBLK US Equity,101000,,101000,2.63,8690297020872306715-CPB10920
CIL,US,SEDOL,B00JQL9,SBNY US Equity,9000,,9000,GC,7238747294894735954-CPB10920
CIL,US,SEDOL,B5NLBP6,SBRA US Equity,45000,,45000,GC,8556779737145428067-CPB10920
CIL,US,SEDOL,2945927,SBS US Equity,86000,,86000,GC,2923688319846300034-CPB10920
CIL,US,SEDOL,2485876,SBSI US Equity,30000,,30000,GC,1683083644358773216-CPB10920
CIL,US,SEDOL,BFN2QS7,SBT US Equity,101000,,58552,GC,3358563201720496546-CPB10920
CIL,US,SEDOL,2842255,SBUX US Equity,19000,,19000,GC,107952635688600317-CPB10920
CIL,US,SEDOL,BJ0KZ85,SC US Equity,39000,,39000,GC,8549134119317228009-CPB10920
CIL,US,SEDOL,BZ00H69,SCAP US Equity,29000,,0,N/A,N/A
CIL,US,SEDOL,2823777,SCCO US Equity,30000,,30000,GC,6207834018449738895-CPB10920
CIL,US,SEDOL,2419206,SCD US Equity,73000,,0,N/A,N/A
CIL,US,SEDOL,2820295,SCGLY US Equity,181000,,0,N/A,N/A
CIL,US,SEDOL,B59L3H6,SCHA US Equity,15000,,15000,1.35,1810685455654930264-CPB10920
CIL,US,SEDOL,B5BQNM4,SCHB US Equity,15000,,15000,1.48,8381708901342531575-CPB10920
CIL,US,SEDOL,B5LC430,SCHC US Equity,32000,,32000,9.38,2191011728460070303-CPB10920
CIL,US,SEDOL,B5MPY72,SCHD US Equity,19000,,19000,3.38,7939192971716152047-CPB10920
CIL,US,SEDOL,B5VB6X1,SCHE US Equity,40000,,40000,5.38,589140960772012480-CPB10920
CIL,US,SEDOL,B5BQR88,SCHF US Equity,32000,,32000,1.10,6333230049777203539-CPB10920
CIL,US,SEDOL,B4ZGNX4,SCHG US Equity,12000,,12000,1.48,8708721662232838707-CPB10920
CIL,US,SEDOL,B3R0QY9,SCHH US Equity,22000,,22000,3.00,6488707785678500578-CPB10920
CIL,US,SEDOL,2779234,SCHL US Equity,27000,,27000,GC,6637788488244444154-CPB10920
CIL,US,SEDOL,B3SHGV6,SCHM US Equity,18000,,18000,5.63,1306369499239696020-CPB10920
CIL,US,SEDOL,2821298,SCHN US Equity,46000,,46000,GC,4404870706165691736-CPB10920
CIL,US,SEDOL,B53Y8C1,SCHO US Equity,20000,,20000,1.48,138224902469275200-CPB10920
CIL,US,SEDOL,B520XQ9,SCHP US Equity,18000,,18000,3.25,2652265768454306236-CPB10920
CIL,US,SEDOL,B53TL94,SCHR US Equity,18000,,18000,3.50,4642301947379759033-CPB10920
CIL,US,SEDOL,2779397,SCHW US Equity,24000,,24000,GC,5595521199144221257-CPB10920
CIL,US,SEDOL,B59L0B9,SCHX US Equity,15000,,15000,1.10,8073172047868964963-CPB10920
CIL,US,SEDOL,B4NP4K7,SCHYY US Equity,22000,,0,N/A,N/A
CIL,US,SEDOL,B40TBX4,SCHZ US Equity,19000,,19000,9.13,8432756560820483062-CPB10920
CIL,US,SEDOL,2797560,SCI US Equity,22000,,22000,GC,672278975793611315-CPB10920
CIL,US,SEDOL,BZ6C5D2,SCIF US Equity,30000,,11178,1.48,978640521504900176-CPB10920
CIL,US,SEDOL,B2N7BR5,SCJ US Equity,14000,,0,N/A,N/A
CIL,US,SEDOL,2845005,SCL US Equity,11000,,11000,GC,2750233816382916909-CPB10920
CIL,US,SEDOL,B8NW3Y3,SCM US Equity,72000,,62079,0.85,595548470854176203-CPB10920
CIL,US,SEDOL,2291794,SCMWY US Equity,21000,,0,N/A,N/A
CIL,US,SEDOL,BJMXTM4,SCPL US Equity,95000,,95000,GC,189763528793698935-CPB10920
CIL,US,SEDOL,2150420,SCS US Equity,54000,,54000,GC,2567569694411410524-CPB10920
CIL,US,SEDOL,2767756,SCSC US Equity,34000,,34000,GC,5711470123646696357-CPB10920
CIL,US,SEDOL,BJXP1K1,SCU US Equity,45000,,45000,GC,1475451386303496989-CPB10920
CIL,US,SEDOL,2805474,SCVL US Equity,31000,,31000,2.63,2620273129583429313-CPB10920
CIL,US,SEDOL,BZB13V8,SCWX US Equity,82000,,61276,1.35,6957430577546413254-CPB10920
CIL,US,SEDOL,B29YQH5,SCZ US Equity,18000,,18000,GC,8467920688903993670-CPB10920
CIL,US,SEDOL,BKT6B38,SDC US Equity,64000,,64000,1.10,4729144774947651846-CPB10920
CIL,US,SEDOL,BJ3Q643,SDD US Equity,77000,,0,N/A,N/A
CIL,US,SEDOL,B52C1C7,SDIV US Equity,59000,,9643,1.48,4512096463484504863-CPB10920
CIL,US,SEDOL,B7MG059,SDOG US Equity,23000,,0,N/A,N/A
CIL,US,SEDOL,BD6VNK8,SDS US Equity,34000,,34000,1.23,9050486156303840993-CPB10920
CIL,US,SEDOL,2871680,SDXAY US Equity,46000,,0,N/A,N/A
CIL,US,SEDOL,B0Q4PL1,SDY US Equity,10000,,10000,GC,2396438583309781131-CPB10920
CIL,US,SEDOL,B8BHS89,SDYL US Equity,12000,,0,N/A,N/A
CIL,US,SEDOL,BYWD7L4,SE US Equity,32000,,32000,GC,5451906929820938711-CPB10920
CIL,US,SEDOL,BZ03L44,SEA US Equity,113000,,0,N/A,N/A
CIL,US,SEDOL,B84KWJ4,SEAS US Equity,37000,,37000,GC,2019234575650570097-CPB10920
CIL,US,SEDOL,2786687,SEB US Equity,1000,,0,N/A,N/A
CIL,US,SEDOL,BF23RY4,SECO US Equity,146000,,0,N/A,N/A
CIL,US,SEDOL,BWC52Q6,SEDG US Equity,12000,,12000,GC,8828600494513634410-CPB10920
CIL,US,SEDOL,2232793,SEE US Equity,25000,,25000,GC,1517257421741799692-CPB10920
CIL,US,SEDOL,2793610,SEIC US Equity,18000,,18000,GC,2606219820739085707-CPB10920
CIL,US,SEDOL,2328186,SEKEY US Equity,143000,,0,N/A,N/A
CIL,US,SEDOL,B4MF0Q6,SEM US Equity,60000,,60000,GC,6423195910123601647-CPB10920
CIL,US,SEDOL,B547XN5,SEMG US Equity,61000,,61000,GC,5217015841230533335-CPB10920
CIL,US,SEDOL,2781626,SENEA US Equity,32000,,11913,GC,3506527623273792074-CPB10920
CIL,US,SEDOL,2796288,SENEB US Equity,32000,,0,N/A,N/A
CIL,US,SEDOL,2632478,SEOAY US Equity,86000,,0,N/A,N/A
CIL,US,SEDOL,BNG8BF0,SERV US Equity,18000,,18000,GC,2272525476885475552-CPB10920
CIL,US,SEDOL,2849234,SF US Equity,18000,,18000,GC,5925165582232799834-CPB10920
CIL,US,SEDOL,BMH0MP5,SFBS US Equity,31000,,31000,GC,1891143629257002111-CPB10920
CIL,US,SEDOL,2766902,SFE US Equity,83000,,59636,GC,4120744893149300554-CPB10920
CIL,US,SEDOL,BF3FPW3,SFIX US Equity,55000,,55000,23.13,2945001537911569723-CPB10920
CIL,US,SEDOL,B019MJ8,SFL US Equity,72000,,72000,GC,6337834965820785204-CPB10920
CIL,US,SEDOL,BCGCR79,SFM US Equity,52000,,52000,GC,8606284105557848914-CPB10920
CIL,US,SEDOL,2810133,SFNC US Equity,40000,,40000,GC,1821920454631472071-CPB10920
CIL,US,SEDOL,2508030,SFST US Equity,26000,,11968,GC,1627325588623505253-CPB10920
CIL,US,SEDOL,BG36857,SG US Equity,118000,,6988,8.63,6755562104710084820-CPB10920
CIL,US,SEDOL,B02ZNW5,SGAPY US Equity,44000,,7726,0.85,5911822469546395484-CPB10920
CIL,US,SEDOL,B8FPZK0,SGBLY US Equity,83000,,0,N/A,N/A
CIL,US,SEDOL,2864301,SGC US Equity,65000,,13532,GC,3397678250059676438-CPB10920
CIL,US,SEDOL,2738127,SGEN US Equity,14000,,14000,GC,6392707117250201799-CPB10920
CIL,US,SEDOL,BDDMHZ7,SGG US Equity,26000,,560,3.75,8128531709345350681-CPB10920
CIL,US,SEDOL,BYPBTG4,SGH US Equity,32000,,32000,GC,4138298612592626167-CPB10920
CIL,US,SEDOL,2638926,SGHIY US Equity,53000,,0,N/A,N/A
CIL,US,SEDOL,B3DTRZ8,SGIOY US Equity,74000,,9122,2.63,942573103412234619-CPB10920
CIL,US,SEDOL,2573083,SGMO US Equity,99000,,99000,GC,7034250946146842897-CPB10920
CIL,US,SEDOL,2919290,SGMS US Equity,44000,,44000,GC,2849603460280597327-CPB10920
CIL,US,SEDOL,BBHX202,SGPYY US Equity,29000,,0,N/A,N/A
CIL,US,SEDOL,BYTC1B2,SGRY US Equity,133000,,133000,GC,7122714449932011973-CPB10920
CIL,US,SEDOL,2545770,SGSOY US Equity,41000,,7287,12.00,6264828721690985127-CPB10920
CIL,US,SEDOL,2228907,SGTPY US Equity,174000,,0,N/A,N/A
CIL,US,SEDOL,2766399,SGU US Equity,106000,,44545,11.38,7710671187859846259-CPB10920
CIL,US,SEDOL,BD21GM5,SH US Equity,38000,,38000,GC,7860558849679509966-CPB10920
CIL,US,SEDOL,BV0LCR0,SHAK US Equity,10000,,10000,GC,8084606147327574941-CPB10920
CIL,US,SEDOL,2231767,SHALY US Equity,48000,,0,N/A,N/A
CIL,US,SEDOL,BYXV900,SHE US Equity,14000,,0,N/A,N/A
CIL,US,SEDOL,B3DTS11,SHECY US Equity,37000,,23386,1.48,3711929211022689171-CPB10920
CIL,US,SEDOL,2676692,SHEN US Equity,32000,,32000,GC,4019871879659499532-CPB10920
CIL,US,SEDOL,2730800,SHG US Equity,29000,,0,N/A,N/A
CIL,US,SEDOL,2800059,SHI US Equity,35000,,0,N/A,N/A
CIL,US,SEDOL,BK6TLT6,SHLL US Equity,102000,,35179,11.88,1284721390919397704-CPB10920
CIL,US,SEDOL,BRWQCC0,SHLX US Equity,50000,,50000,GC,6979921525995322233-CPB10920
CIL,US,SEDOL,BD9WSB4,SHM US Equity,21000,,0,N/A,N/A
CIL,US,SEDOL,B034LG1,SHO US Equity,74000,,74000,GC,6968150450724752899-CPB10920
CIL,US,SEDOL,2553911,SHOO US Equity,29000,,29000,GC,244591782006338141-CPB10920
CIL,US,SEDOL,B1MYR49,SHV US Equity,10000,,10000,2.75,3570711152525949291-CPB10920
CIL,US,SEDOL,2804211,SHW US Equity,4000,,4000,GC,4146772747778898536-CPB10920
CIL,US,SEDOL,2971524,SHY US Equity,12000,,12000,GC,4628375977684155647-CPB10920
CIL,US,SEDOL,BZ6C640,SHYD US Equity,40000,,0,N/A,N/A
CIL,US,SEDOL,BFS2LL0,SHYG US Equity,22000,,22000,1.23,1455033774112722819-CPB10920
CIL,US,SEDOL,BZ0WN34,SIBN US Equity,52000,,52000,GC,4068140425371338685-CPB10920
CIL,US,SEDOL,BG85PB4,SIC US Equity,76000,,76000,GC,1507716745157036165-CPB10920
CIL,US,SEDOL,2799384,SIEB US Equity,109000,,0,N/A,N/A
CIL,US,SEDOL,2742689,SIEGY US Equity,20000,,0,N/A,N/A
CIL,US,SEDOL,BRTNNX2,SIEN US Equity,146000,,146000,GC,2468698568119700299-CPB10920
CIL,US,SEDOL,B3CTNK6,SIG US Equity,61000,,61000,GC,3748339765912944918-CPB10920
CIL,US,SEDOL,2107437,SIGA US Equity,187000,,107788,GC,8926834413268024892-CPB10920
CIL,US,SEDOL,2766173,SIGI US Equity,14000,,14000,GC,8458369804875547636-CPB10920
CIL,US,SEDOL,BYZQFJ4,SIL US Equity,33000,,33000,8.25,8072022536529886009-CPB10920
CIL,US,SEDOL,2525426,SILC US Equity,31000,,15201,1.48,6664198642331139935-CPB10920
CIL,US,SEDOL,BYN8P25,SILJ US Equity,91000,,79470,5.88,7203715473826951483-CPB10920
CIL,US,SEDOL,BGHVXJ7,SILK US Equity,29000,,29000,1.10,6782315948511967991-CPB10920
CIL,US,SEDOL,2394336,SIM US Equity,105000,,0,N/A,N/A
CIL,US,SEDOL,B0CL646,SIMO US Equity,31000,,31000,GC,8953616329733682697-CPB10920
CIL,US,SEDOL,2579230,SINA US Equity,25000,,25000,GC,2641746744934089645-CPB10920
CIL,US,SEDOL,BGLDK10,SIRI US Equity,187000,,187000,1.23,2376373340271850002-CPB10920
CIL,US,SEDOL,BGL0KF5,SITC US Equity,69000,,69000,GC,5980498450953451062-CPB10920
CIL,US,SEDOL,BYQ7X81,SITE US Equity,14000,,14000,GC,6624008557577879313-CPB10920
CIL,US,SEDOL,2808053,SIVB US Equity,5000,,5000,GC,3763904954704639031-CPB10920
CIL,US,SEDOL,BFZ02J2,SIVR US Equity,56000,,8100,GC,2860286448656532243-CPB10920
CIL,US,SEDOL,B43VKB8,SIX US Equity,20000,,20000,GC,8528488875313677339-CPB10920
CIL,US,SEDOL,B3WM9Q3,SJB US Equity,48000,,0,N/A,N/A
CIL,US,SEDOL,2825933,SJI US Equity,31000,,31000,GC,7428127419456047034-CPB10920
CIL,US,SEDOL,2951452,SJM US Equity,10000,,10000,GC,1464929970984732520-CPB10920
CIL,US,SEDOL,B7N0HC6,SJNK US Equity,37000,,37000,GC,1108572807135248808-CPB10920
CIL,US,SEDOL,2811932,SJW US Equity,15000,,15000,GC,5045922643537710569-CPB10920
CIL,US,SEDOL,BBVS7C0,SKBSY US Equity,50000,,0,N/A,N/A
CIL,US,SEDOL,2765921,SKFRY US Equity,61000,,3129,14.38,5461042791354942378-CPB10920
CIL,US,SEDOL,BF1D8X1,SKHHY US Equity,54000,,0,N/A,N/A
CIL,US,SEDOL,2495648,SKM US Equity,46000,,46000,GC,5636310740944859332-CPB10920
CIL,US,SEDOL,2874582,SKT US Equity,65000,,65000,8.88,4466646597418793053-CPB10920
CIL,US,SEDOL,2428042,SKX US Equity,39000,,39000,GC,3674039812321427414-CPB10920
CIL,US,SEDOL,2814005,SKY US Equity,34000,,34000,GC,4973762895686123148-CPB10920
CIL,US,SEDOL,2814210,SKYW US Equity,18000,,18000,GC,5243722560633192876-CPB10920
CIL,US,SEDOL,B6Q6BP5,SKYY US Equity,18000,,18000,1.23,6244858059229711833-CPB10920
CIL,US,SEDOL,2568131,SLAB US Equity,9000,,9000,GC,2881977809334877073-CPB10920
CIL,US,SEDOL,2779201,SLB US Equity,29000,,29000,GC,8936617715146800113-CPB10920
CIL,US,SEDOL,B7GGNT0,SLCA US Equity,92000,,92000,GC,6686150932806809626-CPB10920
CIL,US,SEDOL,BPHCTK6,SLCT US Equity,88000,,9471,1.48,5623250798190151610-CPB10920
CIL,US,SEDOL,BFFXYQ2,SLDB US Equity,89000,,89000,3.25,5662197031851504166-CPB10920
CIL,US,SEDOL,2096847,SLG US Equity,13000,,13000,GC,2546489856280869521-CPB10920
CIL,US,SEDOL,2809324,SLGN US Equity,34000,,34000,GC,7971322052906168391-CPB10920
CIL,US,SEDOL,B4L6639,SLLDY US Equity,100000,,0,N/A,N/A
CIL,US,SEDOL,2101967,SLM US Equity,108000,,108000,GC,4970556390071814076-CPB10920
CIL,US,SEDOL,2122560,SLP US Equity,29000,,29000,GC,7392952963769545608-CPB10920
CIL,US,SEDOL,BFS2LK9,SLQD US Equity,20000,,20000,12.63,4601083858402326216-CPB10920
CIL,US,SEDOL,B61FRC6,SLRC US Equity,49000,,49000,GC,6315194602133341424-CPB10920
CIL,US,SEDOL,B13YTD1,SLV US Equity,58000,,58000,GC,1874155049779966740-CPB10920
CIL,US,SEDOL,B94RVC8,SLVO US Equity,135000,,0,N/A,N/A
CIL,US,SEDOL,B70YTH0,SLVP US Equity,93000,,0,N/A,N/A
CIL,US,SEDOL,BZ6C662,SLX US Equity,30000,,0,N/A,N/A
CIL,US,SEDOL,B0PZMK3,SLY US Equity,15000,,12558,6.13,2939123499641751354-CPB10920
CIL,US,SEDOL,2718260,SLYG US Equity,17000,,17000,5.63,8419875807851007360-CPB10920
CIL,US,SEDOL,2792071,SLYV US Equity,17000,,0,N/A,N/A
CIL,US,SEDOL,2764188,SM US Equity,94000,,94000,GC,491363408500966194-CPB10920
CIL,US,SEDOL,BFZND98,SMAR US Equity,27000,,27000,GC,8976910549237056444-CPB10920
CIL,US,SEDOL,2570501,SMBC US Equity,28000,,10609,GC,689107615532926935-CPB10920
CIL,US,SEDOL,BYVYKX1,SMBK US Equity,48000,,23106,GC,3399469385539763431-CPB10920
CIL,US,SEDOL,BKKNKD1,SMCAY US Equity,49000,,0,N/A,N/A
CIL,US,SEDOL,B1VQR35,SMCI US Equity,52000,,52000,GC,3879959349043510221-CPB10920
CIL,US,SEDOL,BVVT6P9,SMDV US Equity,17000,,0,N/A,N/A
CIL,US,SEDOL,BN70HF7,SMEZ US Equity,18000,,0,N/A,N/A
CIL,US,SEDOL,2267513,SMFG US Equity,145000,,145000,1.23,6284672622195554669-CPB10920
CIL,US,SEDOL,2781518,SMG US Equity,10000,,10000,GC,217734903028760383-CPB10920
CIL,US,SEDOL,2774682,SMGBY US Equity,31000,,0,N/A,N/A
CIL,US,SEDOL,BZ6C639,SMH US Equity,9000,,9000,1.10,8336389571943576900-CPB10920
CIL,US,SEDOL,BVJF820,SMHD US Equity,86000,,4647,8.25,654347375242661076-CPB10920
CIL,US,SEDOL,BDR7T18,SMHI US Equity,78000,,35492,GC,4139973680249417890-CPB10920
CIL,US,SEDOL,2429409,SMICY US Equity,151000,,0,N/A,N/A
CIL,US,SEDOL,B76QRD2,SMIN US Equity,28000,,28000,GC,5374466110830494938-CPB10920
CIL,US,SEDOL,BWTM378,SMLF US Equity,26000,,0,N/A,N/A
CIL,US,SEDOL,B8QCDJ5,SMLP US Equity,186000,,56940,5.88,7253990776345611803-CPB10920
CIL,US,SEDOL,BJ36RP1,SMLR US Equity,23000,,2754,GC,4779866768309727696-CPB10920
CIL,US,SEDOL,BJ5FZC9,SMMCU US Equity,98000,,491,2.63,2714324959375279290-CPB10920
CIL,US,SEDOL,2424835,SMMF US Equity,39000,,11712,GC,8975032907091037997-CPB10920
CIL,US,SEDOL,B628HL3,SMMU US Equity,20000,,0,N/A,N/A
CIL,US,SEDOL,BZ6C565,SMOG US Equity,16000,,0,N/A,N/A
CIL,US,SEDOL,2838306,SMP US Equity,22000,,22000,GC,3988798627379101874-CPB10920
CIL,US,SEDOL,BF27XF9,SMPL US Equity,34000,,34000,GC,2217457360270541661-CPB10920
CIL,US,SEDOL,2809744,SMSMY US Equity,139000,,0,N/A,N/A
CIL,US,SEDOL,BDT5705,SMTA US Equity,118000,,118000,GC,2856893653725170327-CPB10920
CIL,US,SEDOL,2795542,SMTC US Equity,22000,,22000,GC,3719047827115821057-CPB10920
CIL,US,SEDOL,B6167Y1,SMUUY US Equity,65000,,0,N/A,N/A
CIL,US,SEDOL,2818740,SNA US Equity,7000,,7000,GC,1759432967770387559-CPB10920
CIL,US,SEDOL,BD8DJ71,SNAP US Equity,59000,,59000,GC,3580427530466574813-CPB10920
CIL,US,SEDOL,BF4HN46,SNBR US Equity,25000,,25000,GC,6397374500345327636-CPB10920
CIL,US,SEDOL,B17BCQ2,SNCR US Equity,172000,,172000,GC,22258739729222304-CPB10920
CIL,US,SEDOL,BYXM5L6,SND US Equity,91000,,91000,1.48,1242752014575452110-CPB10920
CIL,US,SEDOL,BYVN953,SNDR US Equity,47000,,47000,GC,4423232742438553008-CPB10920
CIL,US,SEDOL,BN7Q7R7,SNDX US Equity,114000,,114000,GC,7314016893090117163-CPB10920
CIL,US,SEDOL,2821481,SNE US Equity,17000,,17000,GC,6387005848752964852-CPB10920
CIL,US,SEDOL,2501631,SNH US Equity,109000,,109000,GC,6835331193041996013-CPB10920
CIL,US,SEDOL,2810694,SNLAY US Equity,132000,,0,N/A,N/A
CIL,US,SEDOL,B8FM5Y5,SNLN US Equity,58000,,0,N/A,N/A
CIL,US,Unknown,SNMCY US,SNMCY US Equity,108000,,0,N/A,N/A
CIL,US,SEDOL,2615565,SNN US Equity,21000,,21000,GC,5588873388809436321-CPB10920
CIL,US,SEDOL,2639189,SNP US Equity,17000,,17000,0.85,2851465259441669060-CPB10920
CIL,US,SEDOL,2867719,SNPS US Equity,8000,,8000,GC,8524505195367611978-CPB10920
CIL,US,SEDOL,BRWZXS0,SNR US Equity,151000,,151000,GC,7000607230945084191-CPB10920
CIL,US,SEDOL,BMH4NJ8,SNV US Equity,29000,,29000,GC,3444281516238849371-CPB10920
