Account,Region,SecurityIDType,SecurityID,Description,Quantity,RequestID,QuantityReceived,Rate,LocateID
CIL,US,SEDOL,2520153,A US Equity,20000,,20000,GC,7461703910075746576-CPB10920
CIL,US,SEDOL,BYNF418,AA US Equity,49000,,49000,GC,8268533259322374926-CPB10920
CIL,US,SEDOL,BF58QF0,AAAU US Equity,66000,,0,N/A,N/A
CIL,US,Unknown,AABA US,AABA US Equity,52000,,0,N/A,N/A
CIL,US,SEDOL,B415VC0,AADR US Equity,21000,,0,N/A,N/A
CIL,US,SEDOL,B6331J3,AAGIY US Equity,27000,,0,N/A,N/A
CIL,US,SEDOL,BCV7KT2,AAL US Equity,38000,,38000,GC,4147970538207530901-CPB10920
CIL,US,SEDOL,2002918,AAN US Equity,17000,,17000,GC,3791766857412986682-CPB10920
CIL,US,SEDOL,BDW0D09,AAOI US Equity,90000,,75857,3.13,2228257782816722387-CPB10920
CIL,US,SEDOL,2268130,AAON US Equity,22000,,22000,GC,246973780457637711-CPB10920
CIL,US,SEDOL,2822019,AAP US Equity,7000,,7000,GC,7858939426099511608-CPB10920
CIL,US,SEDOL,2046251,AAPL US Equity,8000,,8000,GC,4287907112628012858-CPB10920
CIL,US,SEDOL,B3NTLD4,AAT US Equity,22000,,22000,GC,7522235425524763082-CPB10920
CIL,US,SEDOL,B01Z8P4,AAWW US Equity,42000,,42000,GC,2102585362534151031-CPB10920
CIL,US,SEDOL,B3B9631,AAXJ US Equity,15000,,15000,1.23,4921516548502209891-CPB10920
CIL,US,SEDOL,BDT5S35,AAXN US Equity,17000,,17000,GC,3232214774071968781-CPB10920
CIL,US,SEDOL,2017558,AB US Equity,35000,,35000,3.25,5503473444387507482-CPB10920
CIL,US,SEDOL,2748472,ABB US Equity,52000,,52000,1.23,6113770294734665375-CPB10920
CIL,US,SEDOL,B92SR70,ABBV US Equity,16000,,16000,GC,2641658150831277850-CPB10920
CIL,US,SEDOL,2795393,ABC US Equity,13000,,13000,GC,634949544970765490-CPB10920
CIL,US,SEDOL,2038849,ABCB US Equity,26000,,26000,GC,3932064320865585108-CPB10920
CIL,US,SEDOL,2855855,ABG US Equity,10000,,10000,GC,2382453921675496800-CPB10920
CIL,US,SEDOL,2024901,ABM US Equity,28000,,28000,GC,4455542671576839004-CPB10920
CIL,US,SEDOL,2003698,ABMD US Equity,6000,,6000,GC,4907013394978456083-CPB10920
CIL,US,SEDOL,B00N2S0,ABR US Equity,77000,,77000,2.88,403501790324963492-CPB10920
CIL,US,SEDOL,2002305,ABT US Equity,22000,,22000,GC,7488523552237009408-CPB10920
CIL,US,SEDOL,BYV3856,ABTX US Equity,31000,,31000,GC,7416264920191878709-CPB10920
CIL,US,SEDOL,BZ6VMW7,AC US Equity,28000,,6649,GC,2759490106544900153-CPB10920
CIL,US,SEDOL,BGPZ5W8,ACA US Equity,30000,,30000,GC,7989047576670652103-CPB10920
CIL,US,SEDOL,2713317,ACAD US Equity,26000,,26000,GC,512391824688854394-CPB10920
CIL,US,SEDOL,BYT55F3,ACBI US Equity,57000,,57000,GC,9180640938556869127-CPB10920
CIL,US,SEDOL,B02H871,ACC US Equity,22000,,22000,GC,8861536459973935707-CPB10920
CIL,US,SEDOL,B0G7SZ5,ACCO US Equity,104000,,104000,GC,4038019131753479581-CPB10920
CIL,US,SEDOL,BW4QDF3,ACCYY US Equity,117000,,0,N/A,N/A
CIL,US,SEDOL,BG47FF8,ACES US Equity,33000,,0,N/A,N/A
CIL,US,SEDOL,B4NJQR0,ACGBY US Equity,104000,,0,N/A,N/A
CIL,US,SEDOL,2740542,ACGL US Equity,25000,,25000,GC,2860083540550269409-CPB10920
CIL,US,SEDOL,2824628,ACH US Equity,126000,,0,N/A,N/A
CIL,US,SEDOL,B65VZ37,ACHC US Equity,32000,,32000,GC,4918610632967536650-CPB10920
CIL,US,SEDOL,BYXPCC5,ACIA US Equity,16000,,16000,GC,3434673717128051404-CPB10920
CIL,US,SEDOL,BZC0D70,ACIU US Equity,196000,,0,N/A,N/A
CIL,US,SEDOL,2889155,ACIW US Equity,33000,,33000,GC,7811921475923889557-CPB10920
CIL,US,SEDOL,BD420Q8,ACLS US Equity,55000,,55000,GC,3087623483432220782-CPB10920
CIL,US,SEDOL,B1VZ431,ACM US Equity,27000,,27000,GC,7662905768240724165-CPB10920
CIL,US,SEDOL,BF5C2N2,ACMR US Equity,71000,,46399,GC,4434169013327972622-CPB10920
CIL,US,SEDOL,B4BNMY3,ACN US Equity,9000,,9000,GC,8886821787638872726-CPB10920
CIL,US,SEDOL,2412012,ACNB US Equity,29000,,4789,GC,6135595371177460744-CPB10920
CIL,US,SEDOL,B77PWP5,ACRE US Equity,65000,,65000,GC,7622073444632119009-CPB10920
CIL,US,SEDOL,B3F8LH3,ACSAY US Equity,131000,,0,N/A,N/A
CIL,US,SEDOL,BKBFGH2,ACTT US Equity,102000,,0,N/A,N/A
CIL,US,SEDOL,BJK4CL9,ACTTU US Equity,97000,,0,N/A,N/A
CIL,US,SEDOL,BXNTC20,ACV US Equity,43000,,0,N/A,N/A
CIL,US,SEDOL,BWTM3G7,ACWF US Equity,35000,,0,N/A,N/A
CIL,US,SEDOL,B2QKQH6,ACWI US Equity,14000,,14000,GC,828257150170870381-CPB10920
CIL,US,SEDOL,B74T2G1,ACWV US Equity,11000,,11000,2.63,4658316704274468772-CPB10920
CIL,US,SEDOL,B2QKQP4,ACWX US Equity,22000,,22000,GC,8882992337786026637-CPB10920
CIL,US,SEDOL,2008154,ADBE US Equity,9000,,9000,GC,4177283301220464207-CPB10920
CIL,US,SEDOL,2062161,ADC US Equity,14000,,14000,GC,283906577765452221-CPB10920
CIL,US,SEDOL,B05H2C1,ADDYY US Equity,7000,,0,N/A,N/A
CIL,US,SEDOL,BBXZ194,ADES US Equity,72000,,72000,0.85,3087518628906580297-CPB10920
CIL,US,SEDOL,2032067,ADI US Equity,13000,,13000,GC,4874579747376905031-CPB10920
CIL,US,SEDOL,2047317,ADM US Equity,26000,,26000,GC,5612845444190552019-CPB10920
CIL,US,SEDOL,B9NSBM2,ADMA US Equity,197000,,197000,1.60,4756644904999604143-CPB10920
CIL,US,SEDOL,BL25XY4,ADMS US Equity,137000,,137000,0.85,3034407932646933723-CPB10920
CIL,US,SEDOL,BD845X2,ADNT US Equity,46000,,46000,GC,776318824263890055-CPB10920
CIL,US,SEDOL,2065308,ADP US Equity,10000,,10000,GC,6101123010101556182-CPB10920
CIL,US,SEDOL,BJ5FZ74,ADPT US Equity,27000,,27000,1.10,3794927590196596525-CPB10920
CIL,US,SEDOL,BD9FL92,ADRNY US Equity,41000,,0,N/A,N/A
CIL,US,SEDOL,2762030,ADS US Equity,8000,,8000,GC,1807442967391717449-CPB10920
CIL,US,SEDOL,2065159,ADSK US Equity,12000,,12000,GC,5976626831533689494-CPB10920
CIL,US,SEDOL,BYMM8B8,ADSW US Equity,31000,,31000,GC,6359289656037687660-CPB10920
CIL,US,SEDOL,BFWCP81,ADT US Equity,162000,,162000,32.75,2562341385532361554-CPB10920
CIL,US,SEDOL,2052924,ADTN US Equity,88000,,88000,GC,5403480110405798780-CPB10920
CIL,US,SEDOL,B55BN47,ADUS US Equity,13000,,13000,GC,4182275472905291386-CPB10920
CIL,US,SEDOL,BD6NXD7,ADVM US Equity,180000,,180000,GC,3109586626613494538-CPB10920
CIL,US,SEDOL,2007203,ADX US Equity,64000,,64000,1.35,7908641518952268742-CPB10920
CIL,US,SEDOL,2050832,AEE US Equity,19000,,19000,GC,2532922538743216208-CPB10920
CIL,US,SEDOL,2193566,AEF US Equity,143000,,0,N/A,N/A
CIL,US,SEDOL,2008411,AEG US Equity,79000,,79000,GC,1427481885772398339-CPB10920
CIL,US,SEDOL,B764L34,AEGN US Equity,49000,,49000,GC,4437446735241394218-CPB10920
CIL,US,SEDOL,2049175,AEIS US Equity,18000,,18000,GC,5595746024017672617-CPB10920
CIL,US,SEDOL,2191300,AEL US Equity,42000,,42000,GC,4130865191340622049-CPB10920
CIL,US,SEDOL,2048592,AEO US Equity,62000,,62000,GC,8825938602571838751-CPB10920
CIL,US,SEDOL,2026242,AEP US Equity,16000,,16000,GC,420812528472048854-CPB10920
CIL,US,SEDOL,B1HHKD3,AER US Equity,19000,,19000,GC,8788323163382069212-CPB10920
CIL,US,SEDOL,BFRTDG1,AERI US Equity,47000,,47000,GC,8447967734619783927-CPB10920
CIL,US,SEDOL,2002479,AES US Equity,91000,,91000,GC,4151071302273027204-CPB10920
CIL,US,SEDOL,B3DLYG4,AEXAY US Equity,71000,,0,N/A,N/A
CIL,US,SEDOL,2842783,AFB US Equity,74000,,0,N/A,N/A
CIL,US,SEDOL,2134532,AFG US Equity,10000,,10000,GC,2447292312442485816-CPB10920
CIL,US,SEDOL,BD6NYB2,AFIN US Equity,73000,,73000,1.60,873469854605068879-CPB10920
CIL,US,SEDOL,BZ6C4K2,AFK US Equity,49000,,0,N/A,N/A
CIL,US,SEDOL,2026361,AFL US Equity,20000,,20000,GC,7232026272278463792-CPB10920
CIL,US,SEDOL,B4BMJY9,AFT US Equity,68000,,0,N/A,N/A
CIL,US,SEDOL,BVW2851,AFTY US Equity,59000,,0,N/A,N/A
CIL,US,SEDOL,BKF9D57,AFYA US Equity,45000,,22640,1.48,7769491628725125786-CPB10920
CIL,US,SEDOL,2010278,AGCO US Equity,14000,,14000,GC,7382966660212571231-CPB10920
CIL,US,SEDOL,B7YFHM0,AGESY US Equity,18000,,0,N/A,N/A
CIL,US,SEDOL,2897404,AGG US Equity,9000,,9000,GC,4093376742036911780-CPB10920
CIL,US,SEDOL,BYMMS74,AGGY US Equity,20000,,20000,11.00,1331360086190932599-CPB10920
CIL,US,SEDOL,BCBVTX1,AGIO US Equity,29000,,29000,GC,7200205495458089612-CPB10920
CIL,US,SEDOL,BYM7YF9,AGLE US Equity,125000,,33531,GC,5707639710341838907-CPB10920
CIL,US,SEDOL,BZ8VKB0,AGLXY US Equity,79000,,0,N/A,N/A
CIL,US,SEDOL,2363381,AGM US Equity,12000,,12000,GC,7388835896996182120-CPB10920
CIL,US,SEDOL,2518783,AGM/A US Equity,14000,,0,N/A,N/A
CIL,US,SEDOL,BFZP3N8,AGMH US Equity,62000,,0,N/A,N/A
CIL,US,SEDOL,BY9D546,AGN US Equity,6000,,6000,GC,7561258165527070617-CPB10920
CIL,US,SEDOL,BYYHJL8,AGNC US Equity,63000,,63000,GC,4730944732638039351-CPB10920
CIL,US,SEDOL,BHB2F97,AGND US Equity,25000,,0,N/A,N/A
CIL,US,SEDOL,B00V7H8,AGO US Equity,23000,,23000,GC,4542431268140660616-CPB10920
CIL,US,SEDOL,BJ3VVW1,AGQ US Equity,29000,,29000,3.38,1332411658889246099-CPB10920
CIL,US,SEDOL,BYP0CD9,AGR US Equity,20000,,20000,GC,176579663492500431-CPB10920
CIL,US,SEDOL,B65BNQ6,AGRO US Equity,167000,,167000,GC,2997633281767722966-CPB10920
CIL,US,SEDOL,BFNJ8L5,AGS US Equity,92000,,92000,GC,1319496700394651121-CPB10920
CIL,US,SEDOL,2804501,AGX US Equity,26000,,26000,GC,5445896864945424186-CPB10920
CIL,US,SEDOL,2689162,AGYS US Equity,39000,,39000,GC,1665277046303929367-CPB10920
CIL,US,SEDOL,B3FFSM8,AGZ US Equity,9000,,0,N/A,N/A
CIL,US,SEDOL,BHB2FB9,AGZD US Equity,21000,,0,N/A,N/A
CIL,US,SEDOL,B3DTR47,AHEXY US Equity,37000,,0,N/A,N/A
CIL,US,SEDOL,B96FTB5,AHH US Equity,56000,,56000,GC,4375446985747809683-CPB10920
CIL,US,SEDOL,B01D6B0,AHKSY US Equity,50000,,0,N/A,N/A
CIL,US,SEDOL,2516817,AI US Equity,176000,,176000,1.23,1121192346117192098-CPB10920
CIL,US,SEDOL,B29FC92,AIA US Equity,18000,,0,N/A,N/A
CIL,US,SEDOL,BYZQMQ0,AIEQ US Equity,39000,,0,N/A,N/A
CIL,US,SEDOL,B98Z065,AIF US Equity,66000,,10823,19.38,2075996174272054348-CPB10920
CIL,US,SEDOL,2027342,AIG US Equity,18000,,18000,GC,1194793933689305047-CPB10920
CIL,US,SEDOL,B1L82T2,AIMC US Equity,38000,,38000,GC,6744578645989411234-CPB10920
CIL,US,SEDOL,BYVDTK8,AIMT US Equity,46000,,46000,1.23,7451423848866361925-CPB10920
CIL,US,SEDOL,2012757,AIN US Equity,12000,,12000,GC,126514221200198150-CPB10920
CIL,US,SEDOL,B6X0882,AIPUY US Equity,41000,,0,N/A,N/A
CIL,US,SEDOL,2011453,AIQUY US Equity,36000,,12204,GC,739375409848628607-CPB10920
CIL,US,SEDOL,2001119,AIR US Equity,23000,,23000,GC,2706521997169835504-CPB10920
CIL,US,SEDOL,2086309,AIT US Equity,19000,,19000,GC,7774714524635712264-CPB10920
CIL,US,SEDOL,BJLNBG3,AIV US Equity,24000,,24000,GC,1673351516973022822-CPB10920
CIL,US,SEDOL,2331430,AIZ US Equity,11000,,11000,GC,8164971854939142194-CPB10920
CIL,US,SEDOL,2359506,AJG US Equity,18000,,18000,GC,2640176227416622522-CPB10920
CIL,US,SEDOL,BWD7PX9,AJRD US Equity,20000,,20000,GC,6368760721372854355-CPB10920
CIL,US,SEDOL,BVVM4K9,AJX US Equity,66000,,66000,GC,837926024198208535-CPB10920
CIL,US,SEDOL,2507457,AKAM US Equity,16000,,16000,GC,2438382438770098885-CPB10920
CIL,US,SEDOL,BF47GP8,AKCA US Equity,59000,,59000,8.88,1433118836565164307-CPB10920
CIL,US,SEDOL,2299765,AKO/A US Equity,60000,,0,N/A,N/A
CIL,US,SEDOL,2299776,AKO/B US Equity,52000,,0,N/A,N/A
CIL,US,SEDOL,2566522,AKR US Equity,36000,,36000,GC,6523265478753501071-CPB10920
CIL,US,SEDOL,BK7Y2V9,AKRO US Equity,51000,,51000,5.25,4812155793937448182-CPB10920
CIL,US,SEDOL,BX9F8B3,AKTS US Equity,126000,,103839,36.38,5851476375822515034-CPB10920
CIL,US,SEDOL,B3XS562,AL US Equity,24000,,24000,GC,6669081346974202964-CPB10920
CIL,US,SEDOL,2046853,ALB US Equity,15000,,15000,0.85,3114179133505290496-CPB10920
CIL,US,SEDOL,BYMP0T9,ALBO US Equity,44000,,41845,GC,3476815963649231253-CPB10920
CIL,US,SEDOL,2016425,ALCO US Equity,30000,,6434,GC,4330006687132988670-CPB10920
CIL,US,SEDOL,BLZHCS4,ALDR US Equity,54000,,54000,3.00,4351895983199402423-CPB10920
CIL,US,SEDOL,B02R1L6,ALE US Equity,12000,,12000,GC,4233390908937159712-CPB10920
CIL,US,SEDOL,BJ4LDC4,ALEC US Equity,56000,,56000,0.85,984446773926214975-CPB10920
CIL,US,SEDOL,B827VB2,ALEX US Equity,42000,,42000,GC,2367202631296006676-CPB10920
CIL,US,SEDOL,B8FGV16,ALFA US Equity,19000,,0,N/A,N/A
CIL,US,SEDOL,B3F2F06,ALFVY US Equity,52000,,5506,GC,1592092963979575126-CPB10920
CIL,US,SEDOL,2021634,ALG US Equity,9000,,9000,GC,5125123531793124323-CPB10920
CIL,US,SEDOL,2679204,ALGN US Equity,6000,,6000,GC,7606259050106408396-CPB10920
CIL,US,SEDOL,B15M2C3,ALGT US Equity,7000,,7000,GC,8377414307327591439-CPB10920
CIL,US,SEDOL,2012605,ALK US Equity,16000,,16000,GC,3309978112421742958-CPB10920
CIL,US,SEDOL,B3P6D26,ALKS US Equity,50000,,50000,GC,7894216438988489164-CPB10920
CIL,US,SEDOL,2019952,ALL US Equity,13000,,13000,GC,5329743869305766857-CPB10920
CIL,US,SEDOL,BFRT3W7,ALLE US Equity,14000,,14000,GC,8025223978676733103-CPB10920
CIL,US,SEDOL,BDD19P8,ALLK US Equity,13000,,13000,0.85,4317894047051630452-CPB10920
CIL,US,SEDOL,BFZNYB7,ALLO US Equity,34000,,34000,2.75,7368627071762318256-CPB10920
CIL,US,SEDOL,B1HLHW3,ALLT US Equity,127000,,34338,1.35,3874747865425165256-CPB10920
CIL,US,SEDOL,B72XK05,ALLY US Equity,30000,,30000,GC,2167919214162493705-CPB10920
CIL,US,SEDOL,B9N2MD2,ALNPY US Equity,144000,,0,N/A,N/A
CIL,US,SEDOL,B00FWN1,ALNY US Equity,12000,,12000,GC,7688108862680220996-CPB10920
CIL,US,SEDOL,B3DTS22,ALPMY US Equity,72000,,0,N/A,N/A
CIL,US,SEDOL,BYN7H26,ALRM US Equity,22000,,22000,GC,6099041671307215654-CPB10920
CIL,US,SEDOL,2679141,ALRS US Equity,46000,,907,2.75,7817117504662946699-CPB10920
CIL,US,SEDOL,B4PZ892,ALSN US Equity,22000,,22000,GC,1686381675652334519-CPB10920
CIL,US,SEDOL,BD6D4Y5,ALTR US Equity,30000,,30000,GC,5305144729905155699-CPB10920
CIL,US,SEDOL,2064253,ALV US Equity,13000,,13000,GC,8299353319306511379-CPB10920
CIL,US,SEDOL,2014021,ALX US Equity,3000,,3000,GC,839793696997096970-CPB10920
CIL,US,SEDOL,2036070,ALXN US Equity,10000,,10000,GC,508252641228049992-CPB10920
CIL,US,SEDOL,BJBT0Q4,AM US Equity,143000,,143000,13.13,2391807724168591700-CPB10920
CIL,US,SEDOL,B4KNGR5,AMADY US Equity,14000,,0,N/A,N/A
CIL,US,SEDOL,2008121,AMAG US Equity,80000,,80000,0.85,1121384991123157994-CPB10920
CIL,US,SEDOL,BF1DNC5,AMAL US Equity,65000,,65000,GC,6388760388148182010-CPB10920
CIL,US,SEDOL,2046552,AMAT US Equity,27000,,27000,GC,7883350766927103593-CPB10920
CIL,US,SEDOL,B7KH3G6,AMBA US Equity,16000,,16000,GC,592787565978172516-CPB10920
CIL,US,SEDOL,B7ZKH46,AMBC US Equity,53000,,53000,GC,6278756368616866225-CPB10920
CIL,US,SEDOL,B00MYY7,AMBZ US Equity,30000,,0,N/A,N/A
CIL,US,SEDOL,BH4HLL3,AMC US Equity,94000,,94000,4.63,8994454771155580834-CPB10920
CIL,US,SEDOL,BG5Q7F8,AMCI US Equity,100000,,0,N/A,N/A
CIL,US,SEDOL,BJ1F307,AMCR US Equity,105000,,105000,GC,7456806724618109551-CPB10920
CIL,US,SEDOL,B4MG4Z6,AMCX US Equity,22000,,22000,GC,1551085516706984166-CPB10920
CIL,US,SEDOL,2007849,AMD US Equity,34000,,34000,GC,8818709547380749301-CPB10920
CIL,US,SEDOL,2089212,AME US Equity,19000,,19000,GC,3951559891701708746-CPB10920
CIL,US,SEDOL,2024332,AMED US Equity,8000,,8000,GC,3049456634454916506-CPB10920
CIL,US,SEDOL,BX3SQS1,AMEH US Equity,51000,,46336,3.38,7309827120453172355-CPB10920
CIL,US,SEDOL,2127899,AMG US Equity,13000,,13000,GC,5286769925869555461-CPB10920
CIL,US,SEDOL,2023607,AMGN US Equity,6000,,6000,GC,853250108918418518-CPB10920
CIL,US,SEDOL,BCF5RR9,AMH US Equity,40000,,40000,GC,6247618423946756280-CPB10920
CIL,US,SEDOL,B3SRKZ8,AMJ US Equity,43000,,43000,1.35,7541415659687595432-CPB10920
CIL,US,SEDOL,BKF9D68,AMK US Equity,38000,,38000,GC,974409213160079911-CPB10920
CIL,US,SEDOL,B6Y2597,AMKBY US Equity,179000,,0,N/A,N/A
CIL,US,SEDOL,2242929,AMKR US Equity,112000,,112000,GC,774272732822552254-CPB10920
CIL,US,SEDOL,B53D5F0,AMLP US Equity,108000,,108000,GC,626580798929783198-CPB10920
CIL,US,SEDOL,2813552,AMN US Equity,18000,,18000,GC,8872796518864043832-CPB10920
CIL,US,SEDOL,2596950,AMNB US Equity,29000,,20629,GC,1204256338266864046-CPB10920
CIL,US,SEDOL,2414717,AMOT US Equity,28000,,28000,GC,9185223681740684956-CPB10920
CIL,US,SEDOL,B0J7D57,AMP US Equity,8000,,8000,GC,8891225292439600724-CPB10920
CIL,US,SEDOL,BNFWZS4,AMPH US Equity,50000,,50000,GC,8224524402863849634-CPB10920
CIL,US,SEDOL,BK598S5,AMPY US Equity,155000,,155000,GC,8733125527442964916-CPB10920
CIL,US,SEDOL,B3SWPT2,AMRC US Equity,63000,,63000,GC,2376240397611780149-CPB10920
CIL,US,SEDOL,2301938,AMRN US Equity,63000,,63000,GC,8691130574384249360-CPB10920
CIL,US,SEDOL,B0PPHS6,AMSF US Equity,15000,,15000,GC,8005270838885108868-CPB10920
CIL,US,SEDOL,2029575,AMSWA US Equity,66000,,56757,GC,7165421484211483748-CPB10920
CIL,US,SEDOL,B7FBFL2,AMT US Equity,9000,,9000,GC,4311773358178810521-CPB10920
CIL,US,SEDOL,BKDSMB5,AMTB US Equity,51000,,49529,0.85,3608279303864402952-CPB10920
CIL,US,SEDOL,BKDSMD7,AMTBB US Equity,68000,,0,N/A,N/A
CIL,US,SEDOL,2983154,AMTD US Equity,21000,,21000,GC,4313854430376014462-CPB10920
CIL,US,SEDOL,B8JXZH7,AMU US Equity,68000,,0,N/A,N/A
CIL,US,SEDOL,2030674,AMWD US Equity,12000,,12000,GC,432982327551898337-CPB10920
CIL,US,SEDOL,2722670,AMX US Equity,69000,,69000,GC,7946534884880397862-CPB10920
CIL,US,SEDOL,BRCYY28,AMZA US Equity,202000,,159934,1.60,1073358245293017883-CPB10920
CIL,US,SEDOL,2000019,AMZN US Equity,2000,,2000,GC,6340934029900595250-CPB10920
CIL,US,SEDOL,2732635,AN US Equity,23000,,23000,GC,1014260462991658088-CPB10920
CIL,US,SEDOL,BDRW1L7,ANAB US Equity,26000,,26000,GC,6486959325079320787-CPB10920
CIL,US,SEDOL,2028420,ANAT US Equity,9000,,9000,GC,6023253032067154373-CPB10920
CIL,US,SEDOL,2274922,ANDE US Equity,43000,,43000,GC,5972331124600779217-CPB10920
CIL,US,SEDOL,BF0G7N4,ANDV US Equity,12000,,0,N/A,N/A
CIL,US,SEDOL,BN33VM5,ANET US Equity,5000,,5000,GC,8131398748411612154-CPB10920
CIL,US,SEDOL,2004185,ANF US Equity,66000,,66000,GC,8641557500711881221-CPB10920
CIL,US,SEDOL,BF4VWH4,ANGI US Equity,142000,,142000,4.75,3475412421269211991-CPB10920
CIL,US,SEDOL,BZ6C532,ANGL US Equity,34000,,34000,14.75,7970427139980571524-CPB10920
CIL,US,SEDOL,B00CR04,ANGO US Equity,54000,,54000,GC,5490005159853377739-CPB10920
CIL,US,SEDOL,2035754,ANIK US Equity,19000,,19000,GC,4111406245501551638-CPB10920
CIL,US,SEDOL,BCDWBX6,ANIP US Equity,14000,,14000,GC,4064693234289299190-CPB10920
CIL,US,SEDOL,2045623,ANSS US Equity,5000,,5000,GC,3080967478983281596-CPB10920
CIL,US,SEDOL,BSPHGL4,ANTM US Equity,6000,,6000,GC,1515095908042031643-CPB10920
CIL,US,SEDOL,2064543,ANZBY US Equity,53000,,0,N/A,N/A
CIL,US,SEDOL,B3FFRZ4,AOA US Equity,19000,,0,N/A,N/A
CIL,US,SEDOL,BD8ZGK9,AOBC US Equity,168000,,168000,GC,7049197317432821422-CPB10920
CIL,US,SEDOL,BG1Z6Q3,AOD US Equity,121000,,121000,10.63,5430722522155630101-CPB10920
CIL,US,SEDOL,BFXL9D0,AOIL US Equity,40000,,0,N/A,N/A
CIL,US,SEDOL,B3FFSK6,AOK US Equity,29000,,0,N/A,N/A
CIL,US,SEDOL,B3FFSG2,AOM US Equity,26000,,26000,8.63,6454224210285017124-CPB10920
CIL,US,SEDOL,B5BT0K0,AON US Equity,9000,,9000,GC,2657336789847590577-CPB10920
CIL,US,SEDOL,B3FFS95,AOR US Equity,22000,,4358,8.50,6135706610051533534-CPB10920
CIL,US,SEDOL,2816023,AOS US Equity,22000,,22000,GC,4578096025492568490-CPB10920
CIL,US,SEDOL,B5Q3KZ2,AOSL US Equity,79000,,79000,GC,3743835316800567887-CPB10920
CIL,US,SEDOL,2043962,APA US Equity,40000,,40000,GC,349302900118800246-CPB10920
CIL,US,SEDOL,B8FW545,APAM US Equity,36000,,36000,GC,2138588814063025240-CPB10920
CIL,US,Unknown,APC US,APC US Equity,16000,,0,N/A,N/A
CIL,US,SEDOL,2011602,APD US Equity,5000,,5000,GC,4210438898245582888-CPB10920
CIL,US,SEDOL,B292GM4,APEI US Equity,43000,,43000,GC,6576170376634582922-CPB10920
CIL,US,SEDOL,2145084,APH US Equity,15000,,15000,GC,861904946102551252-CPB10920
CIL,US,SEDOL,BXRTX56,APLE US Equity,62000,,62000,GC,570655452419178005-CPB10920
CIL,US,SEDOL,BYTQ6X1,APLS US Equity,41000,,41000,GC,895703524746311258-CPB10920
CIL,US,SEDOL,BHNZQ57,APM US Equity,62000,,0,N/A,N/A
CIL,US,SEDOL,B3L9ZP6,APNHY US Equity,169000,,0,N/A,N/A
CIL,US,SEDOL,BKRLVD5,APO US Equity,25000,,25000,GC,8788499879100957722-CPB10920
CIL,US,SEDOL,2046176,APOG US Equity,26000,,26000,GC,6768930780904274772-CPB10920
CIL,US,SEDOL,BYN7H48,APPF US Equity,11000,,11000,GC,3612194859151046568-CPB10920
CIL,US,SEDOL,BYPBTB9,APPN US Equity,21000,,21000,1.35,7211705472259307972-CPB10920
CIL,US,SEDOL,BVFNZL6,APPS US Equity,151000,,151000,1.23,7297528609145860174-CPB10920
CIL,US,SEDOL,B50XT95,APTS US Equity,70000,,70000,GC,784103190960554881-CPB10920
CIL,US,SEDOL,B783TY6,APTV US Equity,12000,,12000,GC,557019839077137364-CPB10920
CIL,US,SEDOL,BFXZQZ3,APY US Equity,36000,,36000,GC,4477587998261923703-CPB10920
CIL,US,SEDOL,BHNDW97,APYX US Equity,140000,,85700,GC,8091647859757041648-CPB10920
CIL,US,SEDOL,BF329G6,AQUA US Equity,62000,,62000,GC,5871694187390286098-CPB10920
CIL,US,SEDOL,BYTP3G0,ARA US Equity,137000,,137000,GC,2974974169245724986-CPB10920
CIL,US,SEDOL,BLTFST7,ARCB US Equity,33000,,33000,GC,9217105693172517631-CPB10920
CIL,US,SEDOL,B032FN0,ARCC US Equity,54000,,54000,GC,1800551130403026864-CPB10920
CIL,US,SEDOL,BGQT8T7,ARCE US Equity,22000,,22000,GC,655587761064555211-CPB10920
CIL,US,SEDOL,BYYHNV6,ARCH US Equity,15000,,15000,GC,3609209421550208132-CPB10920
CIL,US,SEDOL,B529PQ0,ARCO US Equity,148000,,148000,GC,7491894879822066667-CPB10920
CIL,US,SEDOL,BYXR9D1,ARD US Equity,66000,,61852,GC,3380459095674013636-CPB10920
CIL,US,SEDOL,B90RWT6,ARDC US Equity,67000,,0,N/A,N/A
CIL,US,SEDOL,BN89V40,ARDX US Equity,193000,,193000,GC,7939108158987680726-CPB10920
CIL,US,SEDOL,2009210,ARE US Equity,7000,,7000,GC,3056790609895602829-CPB10920
CIL,US,SEDOL,BF14BT1,ARES US Equity,35000,,35000,GC,6360773539886024637-CPB10920
CIL,US,SEDOL,2499543,ARGO US Equity,15000,,15000,GC,2268454586287831917-CPB10920
CIL,US,SEDOL,B92P0B6,ARGT US Equity,45000,,0,N/A,N/A
CIL,US,SEDOL,BDVLM39,ARGX US Equity,9000,,9000,GC,6433414574260862550-CPB10920
CIL,US,SEDOL,B4JTYX6,ARI US Equity,52000,,52000,GC,2855122529190459241-CPB10920
CIL,US,SEDOL,BSBNFZ3,ARKG US Equity,33000,,0,N/A,N/A
CIL,US,SEDOL,BSBNFV9,ARKK US Equity,24000,,24000,12.88,7042443674118279123-CPB10920
CIL,US,SEDOL,BRBC434,ARKW US Equity,21000,,0,N/A,N/A
CIL,US,SEDOL,2615974,ARL US Equity,62000,,0,N/A,N/A
CIL,US,SEDOL,BH3XG17,ARMK US Equity,24000,,24000,GC,5614484518021019131-CPB10920
CIL,US,SEDOL,BF3N4P3,ARNA US Equity,21000,,21000,GC,5332806256461369226-CPB10920
